Gene	seqnames	old_locus_tag	start	end	strand
b1604	ydgH		1678427	1679371	+
b1605	ydgI		1679557	1680939	+
b1606	folM		1680976	1681698	+
b1607	ydgC		1681695	1682030	-
b1608	rstA		1682159	1682878	+
b1609	rstB		1682882	1684183	+
b1610	tus		1684259	1685188	+
b1611	fumC		1685185	1686588	-
b1612	fumA		1686731	1688377	-
b1613	manA		1688576	1689751	+
b1614	ydgA		1689852	1691360	+
b1615	uidC		1691586	1692851	-
b1616	uidB		1692890	1694263	-
b1617	uidA		1694260	1696071	-
b1618	uidR		1696462	1697052	-
b1619	hdhA		1697273	1698040	-
b1620	malI		1698152	1699180	-
b1621	malX		1699355	1700947	+
b1622	malY		1700957	1702129	+
b1623	add		1702233	1703234	+
b1624	ydgJ		1703268	1704308	-
b4409	blr		1704551	1704676	+
b1625	cnu		1704949	1705164	+
b1626	ydgK		1705250	1705690	+
b1627	rsxA		1705767	1706348	+
b1628	rsxB		1706348	1706926	+
b1629	rsxC		1706919	1709141	+
b1630	rsxD		1709142	1710200	+
b1631	rsxG		1710204	1710824	+
b1632	rsxE		1710828	1711523	+
b1633	nth		1711523	1712158	+
b1634	dtpA		1712769	1714271	+
b1635	gstA		1714377	1714982	+
b1636	pdxY		1715026	1715889	-
b1637	tyrS		1715948	1717222	-
b1638	pdxH		1717351	1718007	-
b1639	mliC		1718066	1718395	-
b1640	anmK		1718493	1719602	-
b1641	slyB		1719876	1720343	+
b1642	slyA		1720390	1720824	-
b1643	ydhI		1721025	1721261	+
b1644	ydhJ		1721264	1722121	+
b1645	ydhK		1722121	1724133	+
b1646	sodC		1724134	1724655	-
b1647	ydhF		1724736	1725632	-
b1648	ydhL		1725681	1725920	-
b1649	nemR		1726023	1726622	+
b1650	nemA		1726659	1727756	+
b1651	gloA		1727837	1728244	+
b1652	rnt		1728347	1728994	+
b1653	lhr		1729087	1733703	+
b1654	grxD		1733754	1734101	-
b1655	mepH		1734435	1735250	+
b1656	sodB		1735378	1735959	+
b1657	ydhP		1736121	1737290	-
b4602	ynhF		1737456	1737545	-
b1658	purR		1737844	1738869	+
b1659	ydhB		1738866	1739798	-
b1660	ydhC		1739911	1741122	+
b1661	cfa		1741413	1742561	+
b1662	ribC		1742601	1743242	-
b1663	mdtK		1743457	1744830	+
b1664	ydhQ		1744871	1746127	-
b1667	ydhR		1746700	1747005	+
b1668	ydhS		1747131	1748735	+
b1669	ydhT		1748747	1749559	-
b1670	ydhU		1749563	1750348	-
b1671	ydhX		1750345	1751013	-
b1672	ydhW		1751077	1751724	-
b1673	ydhV		1751728	1753830	-
b1674	ydhY		1753851	1754477	-
b1675	fumD		1754932	1755141	-
b1676	pykF		1755698	1757110	+
b1677	lpp		1757421	1757657	+
b1678	ldtE		1757721	1758725	-
b1679	sufE		1758874	1759290	-
b1680	sufS		1759303	1760523	-
b1681	sufD		1760520	1761791	-
b1682	sufC		1761766	1762512	-
b1683	sufB		1762522	1764009	-
b1684	sufA		1764018	1764386	-
b1685	ydiH		1764934	1765122	-
b1686	menI		1765222	1765632	-
b1687	ydiJ		1765629	1768685	-
b1688	ydiK		1769074	1770186	+
b1689	ydiL		1770615	1770971	+
b1690	ydiM		1771071	1772285	+
b1691	ydiN		1772512	1773777	+
b1692	ydiB		1773789	1774655	+
b1693	aroD		1774686	1775444	+
b1694	ydiF		1775587	1777182	+
b1695	ydiO		1777196	1778347	+
b1696	ydiP		1778390	1779301	-
b1697	ydiQ		1779617	1780381	+
b1698	ydiR		1780401	1781339	+
b1699	ydiS		1781395	1782684	+
b1700	ydiT		1782681	1782974	+
b1701	fadK		1782977	1784677	+
b1702	ppsA		1784734	1787112	-
b1703	ppsR		1787445	1788278	+
b1704	aroH		1788435	1789481	+
b1705	ydiE		1789613	1789804	+
b1706	ydiU		1789808	1791244	-
b1707	ydiV		1791307	1792020	-
b1708	nlpC		1792267	1792731	-
b1709	btuD		1792809	1793558	-
b1710	btuE		1793558	1794109	-
b1711	btuC		1794172	1795152	-
b1712	ihfA		1795253	1795552	-
b1713	pheT		1795557	1797944	-
b1714	pheS		1797959	1798942	-
b1715	pheM		1799226	1799270	-
b1716	rplT		1799393	1799749	-
b1717	rpmI		1799802	1799999	-
b1718	infC		1800096	1800638	-
b1719	thrS		1800642	1802570	-
b4494	arpB		1803094	1804993	+
b4535	yniD		1805165	1805272	+
b1722	ydiY		1805325	1806083	-
b1723	pfkB		1806370	1807299	+
b1724	ydiZ		1807400	1807690	+
b1725	yniA		1807796	1808656	+
b1726	yniB		1808697	1809233	-
b1727	hxpB		1809380	1810048	+
b1728	ydjM		1810211	1810801	+
b1729	tcyP		1810934	1812325	+
b1730	ydjO		1812329	1813132	-
b1731	cedA		1813421	1813663	-
b1732	katE		1813867	1816128	+
b1733	chbG		1816386	1817135	-
b1734	chbF		1817148	1818500	-
b1735	chbR		1818605	1819447	-
b1736	chbA		1819455	1819805	-
b1737	chbC		1819856	1821214	-
b1738	chbB		1821299	1821619	-
b1739	osmE		1821918	1822256	-
b1740	nadE		1822458	1823285	+
b1741	cho		1823515	1824402	+
b1742	ves		1824362	1824937	-
b1743	spy		1825140	1825625	-
b1744	astE		1825955	1826923	-
b1745	astB		1826916	1828259	-
b1746	astD		1828256	1829734	-
b1747	astA		1829731	1830765	-
b1748	astC		1830762	1831982	-
b1749	xthA		1832428	1833234	+
b1750	ydjX		1833401	1834111	+
b1751	ydjY		1834116	1834793	+
b1752	ydjZ		1834808	1835515	+
b1753	ynjA		1835515	1836063	+
b1754	ynjB		1836073	1837239	+
b1755	ynjC		1837212	1838747	+
b1756	ynjD		1838747	1839400	+
b1757	ynjE		1839467	1840774	+
b1758	ynjF		1840783	1841403	-
b1759	nudG		1841490	1841897	+
b1760	ynjH		1841863	1842135	-
b1761	gdhA		1842371	1843714	+
b1762	ynjI		1843831	1844871	-
b1763	topB		1844999	1846960	-
b1764	selD		1846965	1848008	-
b1765	ydjA		1848125	1848676	-
b1766	sppA		1848837	1850693	+
b1767	ansA		1850860	1851876	+
b1768	pncA		1851887	1852528	+
b1769	ydjE		1852621	1853979	-
b1770	ydjF		1854096	1854854	-
b1771	ydjG		1854991	1855971	-
b1772	ydjH		1855981	1856928	-
b1773	ydjI		1856933	1857769	-
b1774	ydjJ		1857790	1858833	-
b1775	ydjK		1858850	1860229	-
b1776	ydjL		1860256	1861332	-
b1777	yeaC		1861702	1861974	-
b1778	msrB		1862016	1862429	-
b1779	gapA		1862771	1863766	+
b1780	yeaD		1863850	1864734	+
b1781	yeaE		1864782	1865636	-
b1782	mipA		1865726	1866472	-
b1783	yeaG		1866908	1868842	+
b1784	yeaH		1868955	1870238	+
b1785	cdgI		1870385	1871860	+
b1786	dgcJ		1872041	1873531	+
b1787	yeaK		1873574	1874077	+
b1788	yoaI		1874078	1874182	-
b1789	yeaL		1874352	1874798	+
b1790	nimR		1874755	1875576	-
b1791	nimT		1875673	1876854	+
b1792	yeaO		1876909	1877256	+
b1793	yoaF		1877278	1877532	-
b1794	dgcP		1877715	1878740	+
b4676	yoaK		1878773	1878871	+
b4675	yoaJ		1878874	1878948	+
b1795	yeaQ		1879007	1879255	-
b1796	yoaG		1879403	1879585	-
b1797	yeaR		1879589	1879948	-
b1798	leuE		1880121	1880759	-
b1799	dmlR		1880886	1881809	-
b1800	dmlA		1881912	1882997	+
b1801	yeaV		1883188	1884633	+
b1802	yeaW		1884665	1885789	+
b1803	yeaX		1885845	1886810	+
b1804	rnd		1886864	1887991	-
b1805	fadD		1888061	1889746	-
b1806	yeaY		1889951	1890532	-
b1807	tsaB		1890572	1891267	-
b1808	yoaA		1891325	1893235	-
b1809	yoaB		1893367	1893711	+
b1810	yoaC		1894133	1894432	+
b1811	yoaH		1894552	1894731	-
b1812	pabB		1894805	1896166	+
b1813	nudL		1896170	1896748	+
b1814	sdaA		1896932	1898296	+
b1815	pdeD		1898427	1900025	+
b1816	yoaE		1900029	1901585	-
b4751	yoaL		1901573	1901782	-
b1817	manX		1902048	1903019	+
b1818	manY		1903082	1903882	+
b1819	manZ		1903895	1904746	+
b1820	yobD		1904801	1905259	+
b1821	mntP		1905688	1906254	+
b1822	rlmA		1906251	1907060	-
b1823	cspC		1907226	1907435	-
b1824	yobF		1907448	1907591	-
b1825	yebO		1908261	1908548	-
b1826	mgrB		1908623	1908766	-
b4536	yobH		1908925	1909164	+
b1827	kdgR		1909308	1910099	-
b1828	yebQ		1910276	1911649	+
b1829	htpX		1911695	1912576	-
b1830	prc		1912768	1914816	-
b1831	proQ		1914836	1915534	-
b1832	msrC		1915631	1916128	-
b1833	yebS		1916258	1917541	+
b1834	yebT		1917510	1920143	+
b1835	rsmF		1920223	1921662	+
b1836	yebV		1921780	1922016	+
b1837	yebW		1922121	1922312	+
b1838	pphA		1922313	1922969	-
b1839	yebY		1923365	1923706	-
b1840	yebZ		1923719	1924591	-
b1841	yobA		1924595	1924969	-
b1842	holE		1925108	1925338	+
b1843	yobB		1925440	1926096	+
b1844	exoX		1926120	1926782	+
b1845	ptrB		1926779	1928839	-
b1846	yebE		1929048	1929707	-
b1847	yebF		1930034	1930390	-
b1848	yebG		1930457	1930747	-
b1849	purT		1930881	1932059	+
b1850	eda		1932115	1932756	-
b1851	edd		1932793	1934604	-
b1852	zwf		1934839	1936314	-
b1853	yebK		1936652	1937521	+
b1854	pykA		1937649	1939091	+
b1855	lpxM		1939222	1940193	-
b1856	mepM		1940313	1941635	-
b1857	znuA		1941651	1942583	-
b1858	znuC		1942662	1943417	+
b1859	znuB		1943414	1944199	+
b1860	ruvB		1944346	1945356	-
b1861	ruvA		1945365	1945976	-
b4677	yobI		1946115	1946180	-
b1862	yebB		1946251	1946853	+
b1863	ruvC		1946855	1947376	-
b1864	yebC		1947411	1948151	-
b1865	nudB		1948180	1948632	-
b1866	aspS		1948750	1950522	-
b1867	yecD		1950832	1951398	+
b1868	yecE		1951395	1952213	+
b1869	yecN		1952266	1952661	+
b1870	cmoA		1952702	1953445	+
b1871	cmoB		1953442	1954413	+
b1872	torZ		1954578	1957007	-
b1873	torY		1957032	1958132	-
b1874	cutC		1958520	1959266	-
b1875	yecM		1959280	1959846	-
b1876	argS		1960062	1961795	+
b1877	yecT		1961972	1962460	+
b1878	flhE		1962580	1962972	-
b1879	flhA		1962972	1965050	-
b1880	flhB		1965043	1966191	-
b1881	cheZ		1966393	1967037	-
b1882	cheY		1967048	1967437	-
b1883	cheB		1967452	1968501	-
b1884	cheR		1968504	1969364	-
b1885	tap		1969383	1970984	-
b1886	tar		1971030	1972691	-
b1887	cheW		1972836	1973339	-
b1888	cheA		1973360	1975324	-
b1889	motB		1975329	1976255	-
b1890	motA		1976252	1977139	-
b1891	flhC		1977266	1977844	-
b1892	flhD		1977847	1978197	-
b1893	insB-5		1978518	1979021	-
b1894	insA-5		1978940	1979215	-
b1895	uspC		1979753	1980181	+
b1896	otsA		1980188	1981612	-
b1897	otsB		1981587	1982387	-
b4460	araH		1982554	1983540	-
b1900	araG		1983555	1985069	-
b1901	araF		1985139	1986128	-
b1902	ftnB		1986925	1987428	+
b4537	yecJ		1987507	1987758	-
b4663	azuC		1987873	1987959	-
b1904	yecR		1988222	1988545	+
b1905	ftnA		1988716	1989213	+
b1906	yecH		1989251	1989490	-
b1907	tyrP		1989681	1990892	+
b1908	yecA		1990954	1991619	-
b1912	pgsA		1992269	1992817	-
b1913	uvrC		1992874	1994706	-
b1914	uvrY		1994703	1995359	-
b4752	yecU		1995655	1995831	+
b1915	yecF		1995818	1996042	+
b1916	sdiA		1996110	1996832	-
b1917	tcyN		1997062	1997814	-
b1918	tcyL		1997811	1998479	-
b1919	dcyD		1998494	1999480	-
b1920	tcyJ		1999585	2000385	-
b1921	fliZ		2000473	2001024	-
b1922	fliA		2001070	2001789	-
b1923	fliC		2002110	2003606	-
b1924	fliD		2003872	2005278	+
b1925	fliS		2005303	2005713	+
b1926	fliT		2005713	2006078	+
b1927	amyA		2006156	2007643	+
b1928	yedD		2007677	2008090	-
b1929	yedE		2008277	2009482	+
b1930	yedF		2009479	2009712	+
b1931	yedK		2009821	2010489	+
b1932	yedL		2010600	2011079	+
b4495	yedN		2011223	2012351	-
b1936	intG		2012502	2012780	+
b1937	fliE		2012700	2013014	-
b1938	fliF		2013229	2014887	+
b1939	fliG		2014880	2015875	+
b1940	fliH		2015868	2016554	+
b1941	fliI		2016554	2017927	+
b1942	fliJ		2017946	2018389	+
b1943	fliK		2018386	2019513	+
b1944	fliL		2019618	2020082	+
b1945	fliM		2020087	2021091	+
b1946	fliN		2021088	2021501	+
b1947	fliO		2021504	2021869	+
b1948	fliP		2021869	2022606	+
b1949	fliQ		2022616	2022885	+
b1950	fliR		2022893	2023678	+
b1951	rcsA		2023968	2024591	+
b1952	dsrB		2024635	2024823	-
b1953	yodD		2024986	2025213	+
b1955	yedP		2025511	2026326	+
b1956	dgcQ		2026323	2028017	-
b1957	yodC		2028188	2028370	-
b1958	yedI		2028449	2029366	-
b1959	yedA		2029539	2030459	+
b1960	vsr		2030448	2030918	-
b1961	dcm		2030899	2032317	-
b1962	yedJ		2032384	2033079	-
b1963	yedR		2033119	2033484	-
b4496	yedS		2034051	2035243	+
b1967	hchA		2035835	2036686	+
b1968	hprS		2036794	2038152	-
b1969	hprR		2038152	2038823	-
b1970	yedX		2038956	2039369	+
b1971	msrP		2039478	2040482	+
b1972	msrQ		2040483	2041118	+
b1973	zinT		2041375	2042025	+
b1974	yodB		2042368	2042898	+
b1976	mtfA		2043651	2044448	+
b1978	yeeJ		2044938	2052014	+
b4497	yeeL		2052276	2053328	-
b1981	shiA		2053643	2054959	+
b1982	amn		2055061	2056515	+
b1983	yeeN		2056858	2057574	+
b1985	yeeO		2058203	2059846	-
b1987	cbl		2059964	2060914	-
b1988	nac		2061016	2061933	-
b1990	ldtA		2062391	2063323	-
b1991	cobT		2063388	2064467	-
b1992	cobS		2064479	2065222	-
b1993	cobU		2065219	2065764	-
b1994	insH-6		2066305	2067321	-
b4582	yoeA		2068635	2068940	+
b1996	insD-3		2068952	2069857	-
b1997	insC-3		2069815	2070180	-
b1999	yeeP		2070786	2071211	+
b2000	flu		2071539	2074658	+
b2001	yeeR		2074779	2076311	+
b2002	yeeS		2076308	2076754	+
b2003	yeeT		2076817	2077038	+
b2004	cbeA		2077112	2077480	+
b2005	cbtA		2077569	2077943	+
b2006	yeeW		2077940	2078134	+
b4538	yoeF		2078575	2078931	+
b2007	yeeX		2079032	2079361	-
b2008	yeeA		2079533	2080591	-
b2009	sbmC		2080789	2081262	-
b2010	dacD		2081381	2082547	-
b2011	sbcB		2082756	2084183	+
b2012	yeeD		2084226	2084453	-
b2013	yeeE		2084467	2085525	-
b2014	plaP		2085704	2087062	-
b4678	yoeI		2087052	2087114	-
b2015	yeeY		2087329	2088258	-
b2016	yeeZ		2088304	2089128	-
b4539	yoeB		2089211	2089465	-
b2017	yefM		2089462	2089713	-
b2018	hisL		2089996	2090046	+
b2019	hisG		2090192	2091091	+
b2020	hisD		2091097	2092401	+
b2021	hisC		2092398	2093468	+
b2022	hisB		2093468	2094535	+
b2023	hisH		2094535	2095125	+
b2024	hisA		2095125	2095862	+
b2025	hisF		2095844	2096620	+
b2026	hisI		2096614	2097225	+
b2027	wzzB		2097321	2098301	-
b2028	ugd		2098447	2099613	-
b2029	gnd		2099862	2101268	-
b4571	wbbL		2101396	2101744	-
b2030	insH-7		2101895	2102911	-
b2032	wbbK		2103391	2104509	-
b2033	wbbJ		2104494	2105084	-
b2034	wbbI		2105065	2106057	-
b2035	wbbH		2106060	2107226	-
b2036	glf		2107226	2108329	-
b2037	rfbX		2108337	2109584	-
b2038	rfbC		2109581	2110138	-
b2039	rfbA		2110138	2111019	-
b2040	rfbD		2111077	2111976	-
b2041	rfbB		2111976	2113061	-
b2042	galF		2113434	2114327	-
b2043	wcaM		2114502	2115896	-
b2044	wcaL		2115907	2117127	-
b2045	wcaK		2117124	2118404	-
b2046	wzxC		2118680	2120158	-
b2047	wcaJ		2120160	2121554	-
b2048	cpsG		2121609	2122979	-
b2049	cpsB		2123084	2124520	-
b2050	wcaI		2124523	2125746	-
b2051	gmm		2125743	2126222	-
b2052	fcl		2126225	2127190	-
b2053	gmd		2127193	2128314	-
b2054	wcaF		2128340	2128888	-
b2055	wcaE		2128904	2129650	-
b2056	wcaD		2129661	2130878	-
b2057	wcaC		2130853	2132070	-
b2058	wcaB		2132067	2132555	-
b2059	wcaA		2132558	2133397	-
b2060	wzc		2133490	2135652	-
b2061	wzb		2135655	2136098	-
b2062	wza		2136104	2137243	-
b2063	yegH		2137902	2139485	+
b2064	asmA		2139759	2141612	-
b2065	dcd		2141634	2142215	-
b2066	udk		2142307	2142948	-
b2067	dgcE		2143266	2146583	+
b2068	alkA		2146692	2147540	-
b2069	yegD		2147674	2149026	+
b2070	yegI		2149039	2150985	-
b2071	yegJ		2151185	2151646	+
b2072	pphC		2151711	2152472	-
b2073	yegL		2152469	2153128	-
b4667	ibsA		2153349	2153408	-
b4668	ibsB		2153681	2153737	-
b2074	mdtA		2154016	2155263	+
b2075	mdtB		2155263	2158385	+
b2076	mdtC		2158386	2161463	+
b2077	mdtD		2161464	2162879	+
b2078	baeS		2162876	2164279	+
b2079	baeR		2164276	2164998	+
b2080	yegP		2165189	2165521	+
b2081	yegQ		2165668	2167029	+
b2082	ogrK		2167302	2167520	-
b2083	yegZ		2167602	2167820	-
b2085	yegR		2167989	2168306	-
b2086	yegS		2168712	2169611	+
b4498	gatR		2169693	2170167	-
b2088	insE-5		2170236	2170535	+
b2089	insF-5		2170532	2171398	+
b2091	gatD		2171833	2172873	-
b2092	gatC		2172921	2174278	-
b2093	gatB		2174282	2174566	-
b2094	gatA		2174597	2175049	-
b2095	gatZ		2175059	2176321	-
b2096	gatY		2176350	2177204	-
b2097	fbaB		2177512	2178564	-
b2098	yegT		2178821	2180098	+
b2099	yegU		2180095	2181099	+
b2100	yegV		2181096	2182061	+
b2101	yegW		2182035	2182781	-
b2102	yegX		2182833	2183651	-
b2103	thiD		2183716	2184516	-
b2104	thiM		2184513	2185301	-
b2105	rcnR		2185524	2185796	-
b2106	rcnA		2185917	2186741	+
b2107	rcnB		2186960	2187298	+
b2108	yehA		2187380	2188414	-
b2109	yehB		2188430	2190910	-
b2110	yehC		2190926	2191645	-
b2111	yehD		2191680	2192222	-
b2112	yehE		2192515	2192796	-
b2113	mrp		2193059	2194168	-
b2114	metG		2194300	2196333	+
b2115	yehF		2196474	2197298	+
b2118	yehI		2200279	2203911	+
b4541	yehK		2203972	2204289	+
b2119	yehL		2204596	2205684	+
b2120	yehM		2205695	2207974	+
b2121	yehP		2207967	2209103	+
b2122	yehQ		2209100	2210944	+
b2123	yehR		2211225	2211686	+
b2124	yehS		2211726	2212196	-
b2125	btsR		2212243	2212962	-
b2126	btsS		2212959	2214644	-
b2127	mlrA		2214866	2215597	+
b4542	yohO		2215657	2215764	+
b2128	yehW		2215745	2216476	-
b2129	yehX		2216481	2217407	-
b2130	yehY		2217400	2218557	-
b2131	osmF		2218564	2219481	-
b2132	bglX		2219692	2221989	-
b2133	dld		2222185	2223900	+
b2134	pbpG		2223938	2224870	-
b2135	yohC		2225044	2225631	-
b2136	yohD		2225801	2226379	+
b2137	yohF		2226509	2227270	-
b2139	mdtQ		2227323	2228758	-
b4679	yohP		2228982	2229065	+
b2140	dusC		2229438	2230385	-
b2141	yohJ		2230624	2231022	+
b2142	yohK		2231019	2231714	+
b2143	cdd		2231844	2232728	+
b2144	sanA		2232878	2233597	+
b2145	yeiS		2233600	2233839	+
b2146	preT		2234033	2235271	+
b2147	preA		2235265	2236500	+
b2148	mglC		2236743	2237753	-
b2149	mglA		2237769	2239289	-
b2150	mglB		2239350	2240348	-
b2151	galS		2240628	2241668	-
b2152	yeiB		2241810	2242967	-
b2153	folE		2242984	2243652	-
b2154	yeiG		2243910	2244746	+
b2155	cirA		2244778	2246769	-
b2156	lysP		2247063	2248532	-
b2157	yeiE		2248737	2249618	-
b2158	yeiH		2249717	2250766	+
b2159	nfo		2250840	2251697	+
b2160	yeiI		2251700	2252788	+
b2161	nupX		2252895	2254145	-
b2162	rihB		2254245	2255186	-
b2163	yeiL		2255355	2256014	+
b2164	psuT		2256085	2257335	-
b2165	psuG		2257429	2258367	-
b2166	psuK		2258355	2259296	-
b2167	fruA		2259719	2261410	-
b2168	fruK		2261427	2262365	-
b2169	fruB		2262365	2263495	-
b2170	setB		2263863	2265044	+
b4502	yeiW		2265041	2265295	-
b2171	yeiP		2265450	2266022	+
b2172	yeiQ		2266245	2267711	+
b2173	yeiR		2267829	2268815	+
b2174	lpxT		2268854	2269567	+
b2175	mepS		2269979	2270545	+
b2176	pdeN		2270726	2272282	+
b2177	yejA		2272364	2274178	+
b2178	yejB		2274179	2275273	+
b2179	yejE		2275273	2276298	+
b2180	yejF		2276300	2277889	+
b2181	yejG		2277893	2278237	-
b2182	bcr		2278570	2279760	-
b2183	rsuA		2279788	2280483	-
b2184	radD		2280632	2282392	+
b2185	rplY		2282517	2282801	+
b2186	yejK		2282940	2283947	-
b2187	yejL		2284129	2284356	+
b2188	yejM		2284376	2286136	+
b2190	yejO		2286390	2288914	-
b2192	insH-8		2289065	2290081	-
b2193	narP		2290500	2291147	+
b2194	ccmH		2291358	2292410	-
b2195	ccmG		2292407	2292964	-
b2196	ccmF		2292961	2294904	-
b2197	ccmE		2294901	2295380	-
b2198	ccmD		2295377	2295586	-
b2199	ccmC		2295583	2296320	-
b2200	ccmB		2296362	2297024	-
b2201	ccmA		2297021	2297644	-
b2202	napC		2297657	2298259	-
b2203	napB		2298269	2298718	-
b2204	napH		2298715	2299578	-
b2205	napG		2299565	2300260	-
b2206	napA		2300267	2302753	-
b2207	napD		2302750	2303013	-
b2208	napF		2303003	2303497	-
b4604	yojO		2303606	2303770	+
b2209	eco		2303905	2304393	+
b2210	mqo		2305108	2306754	-
b2211	yojI		2306972	2308615	-
b2212	alkB		2308691	2309341	-
b2213	ada		2309341	2310405	-
b2214	ftp		2310479	2311534	-
b2215	ompC		2311646	2312749	-
b2216	rcsD		2313488	2316160	+
b2217	rcsB		2316177	2316827	+
b2218	rcsC		2317027	2319876	-
b2219	atoS		2320043	2321869	+
b2220	atoC		2321866	2323251	+
b2221	atoD		2323447	2324109	+
b2222	atoA		2324109	2324759	+
b2223	atoE		2324756	2326078	+
b2224	atoB		2326109	2327293	+
b2225	yfaP		2327367	2328143	-
b2226	yfaQ		2328148	2329797	-
b4500	yfaS		2329798	2334402	-
b2229	yfaT		2334336	2334959	-
b2230	yfaA		2334956	2336644	-
b2231	gyrA		2336793	2339420	-
b2232	ubiG		2339567	2340289	+
b2233	yfaL		2340417	2344169	-
b4605	ypaB		2344594	2344737	-
b2234	nrdA		2344865	2347150	+
b2235	nrdB		2347384	2348514	+
b2236	yfaE		2348514	2348768	+
b2237	inaA		2348822	2349472	-
b2238	yfaH		2349687	2349893	+
b2239	glpQ		2349935	2351011	-
b2240	glpT		2351016	2352374	-
b2241	glpA		2352647	2354275	+
b2242	glpB		2354265	2355524	+
b2243	glpC		2355521	2356711	+
b2244	rpnE		2356904	2357803	+
b4543	ypaA		2357816	2358001	+
b2245	yfaU		2358042	2358845	-
b2246	yfaV		2358863	2360152	-
b2247	rhmD		2360209	2361414	-
b2248	yfaX		2361429	2362211	-
b2249	yfaY		2362431	2363633	-
b2250	yfaZ		2363733	2364275	-
b2251	nudI		2364554	2364979	+
b2252	ais		2365018	2365620	-
b2253	arnB		2365910	2367067	+
b2254	arnC		2367071	2368039	+
b2255	arnA		2368039	2370021	+
b2256	arnD		2370018	2370908	+
b2257	arnT		2370908	2372560	+
b4544	arnE		2372557	2372892	+
b2258	arnF		2372892	2373278	+
b2259	pmrD		2373272	2373538	-
b2260	menE		2373648	2375003	-
b2261	menC		2375000	2375962	-
b2262	menB		2375962	2376819	-
b2263	menH		2376834	2377592	-
b2264	menD		2377589	2379259	-
b2265	menF		2379348	2380643	-
b2266	elaB		2380722	2381027	-
b2267	elaA		2381082	2381543	-
b2268	rbn		2381608	2382525	+
b2269	elaD		2382713	2383924	+
b2270	yfbK		2383995	2385722	-
b2271	yfbL		2385860	2386831	+
b2272	yfbM		2386934	2387437	+
b2273	yfbN		2387710	2388426	-
b2274	yfbO		2388635	2389057	+
b2275	yfbP		2389116	2389964	+
b2276	nuoN		2390048	2391505	-
b2277	nuoM		2391512	2393041	-
b2278	nuoL		2393205	2395046	-
b2279	nuoK		2395043	2395345	-
b2280	nuoJ		2395342	2395896	-
b2281	nuoI		2395908	2396450	-
b2282	nuoH		2396465	2397442	-
b2283	nuoG		2397439	2400165	-
b2284	nuoF		2400218	2401555	-
b2285	nuoE		2401552	2402052	-
b2286	nuoC		2402055	2403845	-
b2287	nuoB		2403951	2404613	-
b2288	nuoA		2404629	2405072	-
b2289	lrhA		2405703	2406641	-
b2290	alaA		2407561	2408778	+
b2291	yfbR		2408862	2409461	+
b2292	yfbS		2409520	2411352	-
b2293	hxpA		2411439	2412089	-
b2294	yfbU		2412100	2412594	-
b2295	yfbV		2412677	2413132	-
b2296	ackA		2413470	2414672	+
b2297	pta		2414747	2416891	+
b2298	yfcC		2417081	2418601	+
b2299	yfcD		2418634	2419176	-
b2300	yfcE		2419234	2419788	-
b2301	yfcF		2419841	2420485	-
b2302	yfcG		2420621	2421268	+
b2303	folX		2421325	2421687	+
b2304	yfcH		2421708	2422601	+
b2305	rpnB		2422649	2423539	-
b2306	hisP		2423736	2424509	-
b2307	hisM		2424517	2425233	-
b2308	hisQ		2425230	2425916	-
b2309	hisJ		2426006	2426788	-
b2310	argT		2427009	2427791	-
b2311	ubiX		2428057	2428626	-
b2312	purF		2428721	2430238	-
b2313	cvpA		2430275	2430763	-
b2314	dedD		2431022	2431684	-
b2315	folC		2431674	2432942	-
b2316	accD		2433012	2433926	-
b2317	dedA		2434082	2434741	-
b2318	truA		2434824	2435636	-
b2319	usg		2435636	2436649	-
b2320	pdxB		2436715	2437851	-
b2321	flk		2437950	2438945	+
b2322	yfcJ		2438942	2440120	-
b2323	fabB		2440385	2441605	-
b2324	mnmC		2441764	2443770	+
b2325	yfcL		2443891	2444169	-
b2326	epmC		2444203	2444751	-
b2327	yfcA		2444751	2445560	-
b2328	mepA		2445560	2446384	-
b2329	aroC		2446388	2447473	-
b2330	prmB		2447508	2448440	-
b2331	smrB		2448606	2449157	+
b2332	yfcO		2449228	2450049	-
b2333	yfcP		2450051	2450590	-
b2334	yfcQ		2450587	2451075	-
b2335	yfcR		2451072	2451584	-
b2336	yfcS		2451584	2452336	-
b4661	yfcU		2452356	2455001	-
b2339	yfcV		2455083	2455646	-
b2340	sixA		2456327	2456812	-
b2341	fadJ		2457015	2459159	-
b2342	fadI		2459159	2460469	-
b2343	yfcZ		2460650	2460934	-
b2344	fadL		2461306	2462646	+
b2345	yfdF		2463012	2464070	+
b2346	mlaA		2464252	2465007	-
b2347	yfdC		2465301	2466233	+
b2349	intS		2466545	2467702	+
b2350	yfdG		2467855	2468217	+
b2351	yfdH		2468214	2469134	+
b2352	yfdI		2469131	2470462	+
b2354	yfdK		2471077	2471517	-
b2355	yfdL		2471544	2472062	-
b2356	yfdM		2472112	2472387	-
b2357	yfdN		2472387	2472881	-
b2358	yfdO		2472878	2473246	-
b2359	yfdP		2473604	2473966	+
b2360	yfdQ		2474032	2474856	+
b2361	yfdR		2474984	2475520	+
b2362	yfdS		2475511	2475873	+
b2363	yfdT		2475873	2476178	+
b4545	ypdJ		2476094	2476234	+
b4501	torI		2476310	2476510	+
b2364	dsdC		2476694	2477629	-
b2365	dsdX		2477847	2479184	+
b2366	dsdA		2479202	2480530	+
b2367	emrY		2480638	2482176	-
b2368	emrK		2482176	2483339	-
